"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","Главная страница содержит заголовок","","Mon Jan 12 13:24:04 UTC 2026","failed","Mon Jan 12 13:24:04 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","90","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:17 UTC 2026","failed","Mon Jan 12 13:24:17 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:57 UTC 2026","failed","Mon Jan 12 13:23:57 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","15","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:18 UTC 2026","failed","Mon Jan 12 13:24:18 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","46","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:07 UTC 2026","failed","Mon Jan 12 13:24:07 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","79","Главная страница содержит заголовок","","Mon Jan 12 13:23:54 UTC 2026","failed","Mon Jan 12 13:23:54 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","38","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:10 UTC 2026","failed","Mon Jan 12 13:24:10 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","49","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:59 UTC 2026","failed","Mon Jan 12 13:23:59 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","67","Главная страница содержит заголовок","","Mon Jan 12 13:24:04 UTC 2026","failed","Mon Jan 12 13:24:04 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","53","Главная страница содержит заголовок","","Mon Jan 12 13:24:14 UTC 2026","failed","Mon Jan 12 13:24:14 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","95","Главная страница содержит заголовок","","Mon Jan 12 13:23:54 UTC 2026","failed","Mon Jan 12 13:23:54 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","45","Главная страница содержит заголовок","","Mon Jan 12 13:23:54 UTC 2026","failed","Mon Jan 12 13:23:54 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","53","Главная страница содержит заголовок","","Mon Jan 12 13:24:02 UTC 2026","failed","Mon Jan 12 13:24:02 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","52","Главная страница содержит заголовок","","Mon Jan 12 13:24:13 UTC 2026","failed","Mon Jan 12 13:24:13 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок","","Mon Jan 12 13:23:54 UTC 2026","failed","Mon Jan 12 13:23:54 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","54","Главная страница содержит заголовок","","Mon Jan 12 13:24:14 UTC 2026","failed","Mon Jan 12 13:24:14 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","35","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:17 UTC 2026","failed","Mon Jan 12 13:24:17 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","61","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:09 UTC 2026","failed","Mon Jan 12 13:24:09 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","57","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:59 UTC 2026","failed","Mon Jan 12 13:23:59 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","38","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:00 UTC 2026","failed","Mon Jan 12 13:24:00 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","21","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:18 UTC 2026","failed","Mon Jan 12 13:24:18 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","60","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:59 UTC 2026","failed","Mon Jan 12 13:23:59 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","38","Главная страница содержит заголовок","","Mon Jan 12 13:24:04 UTC 2026","failed","Mon Jan 12 13:24:04 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок","","Mon Jan 12 13:24:04 UTC 2026","failed","Mon Jan 12 13:24:04 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок","","Mon Jan 12 13:24:12 UTC 2026","failed","Mon Jan 12 13:24:12 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","49","Главная страница содержит заголовок","","Mon Jan 12 13:24:14 UTC 2026","failed","Mon Jan 12 13:24:14 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","54","Главная страница содержит заголовок","","Mon Jan 12 13:24:05 UTC 2026","failed","Mon Jan 12 13:24:05 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","64","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:59 UTC 2026","failed","Mon Jan 12 13:23:59 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок","","Mon Jan 12 13:23:55 UTC 2026","failed","Mon Jan 12 13:23:55 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","46","Главная страница содержит заголовок","","Mon Jan 12 13:23:53 UTC 2026","failed","Mon Jan 12 13:23:53 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","40","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:08 UTC 2026","failed","Mon Jan 12 13:24:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","35","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:10 UTC 2026","failed","Mon Jan 12 13:24:10 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","51","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:18 UTC 2026","failed","Mon Jan 12 13:24:18 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","41","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:09 UTC 2026","failed","Mon Jan 12 13:24:09 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","28","Главная страница содержит заголовок","","Mon Jan 12 13:24:14 UTC 2026","failed","Mon Jan 12 13:24:14 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","68","Главная страница содержит заголовок 2","","Mon Jan 12 13:23:59 UTC 2026","failed","Mon Jan 12 13:23:59 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","19","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:18 UTC 2026","failed","Mon Jan 12 13:24:18 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","49","Главная страница содержит заголовок","","Mon Jan 12 13:23:54 UTC 2026","failed","Mon Jan 12 13:23:54 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","33","Главная страница содержит заголовок 2","","Mon Jan 12 13:24:09 UTC 2026","failed","Mon Jan 12 13:24:09 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","33","Главная страница содержит заголовок","","Mon Jan 12 13:24:04 UTC 2026","failed","Mon Jan 12 13:24:04 UTC 2026","Тест класс","example-diff.spec.ts","",""
