"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","54","Главная страница содержит заголовок","","Fri Dec 12 07:37:09 UTC 2025","failed","Fri Dec 12 07:37:09 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:10 UTC 2025","failed","Fri Dec 12 07:37:10 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","35","Главная страница содержит заголовок","","Fri Dec 12 07:35:49 UTC 2025","failed","Fri Dec 12 07:35:49 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","45","Главная страница содержит заголовок","","Fri Dec 12 07:37:46 UTC 2025","failed","Fri Dec 12 07:37:46 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок","","Fri Dec 12 07:35:48 UTC 2025","failed","Fri Dec 12 07:35:48 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","34","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:40 UTC 2025","failed","Fri Dec 12 07:39:40 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","51","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:24 UTC 2025","failed","Fri Dec 12 07:37:24 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","18","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:43 UTC 2025","failed","Fri Dec 12 07:39:43 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","58","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:11 UTC 2025","failed","Fri Dec 12 07:37:11 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","82","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:31 UTC 2025","failed","Fri Dec 12 07:37:31 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","47","Главная страница содержит заголовок 2","","Fri Dec 12 07:36:04 UTC 2025","failed","Fri Dec 12 07:36:04 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:39 UTC 2025","failed","Fri Dec 12 07:38:39 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","33","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:38 UTC 2025","failed","Fri Dec 12 07:38:38 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","25","Главная страница содержит заголовок","","Fri Dec 12 07:37:17 UTC 2025","failed","Fri Dec 12 07:37:17 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","52","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:54 UTC 2025","failed","Fri Dec 12 07:35:54 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","40","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:13 UTC 2025","failed","Fri Dec 12 07:35:14 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","51","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:50 UTC 2025","failed","Fri Dec 12 07:37:50 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:43 UTC 2025","failed","Fri Dec 12 07:35:43 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","78","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:41 UTC 2025","failed","Fri Dec 12 07:37:41 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","23","Главная страница содержит заголовок","","Fri Dec 12 07:37:37 UTC 2025","failed","Fri Dec 12 07:37:37 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","49","Главная страница содержит заголовок","","Fri Dec 12 07:37:38 UTC 2025","failed","Fri Dec 12 07:37:38 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","37","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:14 UTC 2025","failed","Fri Dec 12 07:37:15 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","45","Главная страница содержит заголовок 2","","Fri Dec 12 07:36:33 UTC 2025","failed","Fri Dec 12 07:36:33 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","39","Главная страница содержит заголовок","","Fri Dec 12 07:39:31 UTC 2025","failed","Fri Dec 12 07:39:31 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","56","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:43 UTC 2025","failed","Fri Dec 12 07:37:43 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","44","Главная страница содержит заголовок","","Fri Dec 12 07:38:46 UTC 2025","failed","Fri Dec 12 07:38:46 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","39","Главная страница содержит заголовок","","Fri Dec 12 07:39:23 UTC 2025","failed","Fri Dec 12 07:39:23 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","40","Главная страница содержит заголовок 2","","Fri Dec 12 07:36:53 UTC 2025","failed","Fri Dec 12 07:36:53 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","55","Главная страница содержит заголовок","","Fri Dec 12 07:36:27 UTC 2025","failed","Fri Dec 12 07:36:27 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","21","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:28 UTC 2025","failed","Fri Dec 12 07:38:28 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","39","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:35 UTC 2025","failed","Fri Dec 12 07:35:35 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","39","Главная страница содержит заголовок","","Fri Dec 12 07:38:34 UTC 2025","failed","Fri Dec 12 07:38:34 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","42","Главная страница содержит заголовок","","Fri Dec 12 07:38:33 UTC 2025","failed","Fri Dec 12 07:38:33 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","50","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:18 UTC 2025","failed","Fri Dec 12 07:39:18 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","40","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:06 UTC 2025","failed","Fri Dec 12 07:39:06 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","59","Главная страница содержит заголовок","","Fri Dec 12 07:38:14 UTC 2025","failed","Fri Dec 12 07:38:14 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","48","Главная страница содержит заголовок","","Fri Dec 12 07:36:28 UTC 2025","failed","Fri Dec 12 07:36:28 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","73","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:58 UTC 2025","failed","Fri Dec 12 07:38:58 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","36","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:20 UTC 2025","failed","Fri Dec 12 07:37:20 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","55","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:33 UTC 2025","failed","Fri Dec 12 07:35:34 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","51","Главная страница содержит заголовок","","Fri Dec 12 07:36:57 UTC 2025","failed","Fri Dec 12 07:36:57 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","35","Главная страница содержит заголовок 2","","Fri Dec 12 07:36:32 UTC 2025","failed","Fri Dec 12 07:36:32 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","76","Главная страница содержит заголовок","","Fri Dec 12 07:36:07 UTC 2025","failed","Fri Dec 12 07:36:07 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","30","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:01 UTC 2025","failed","Fri Dec 12 07:39:01 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","45","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:16 UTC 2025","failed","Fri Dec 12 07:39:16 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","68","Главная страница содержит заголовок","","Fri Dec 12 07:38:51 UTC 2025","failed","Fri Dec 12 07:38:52 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","48","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:09 UTC 2025","failed","Fri Dec 12 07:38:09 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","44","Главная страница содержит заголовок 2","","Fri Dec 12 07:39:36 UTC 2025","failed","Fri Dec 12 07:39:36 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","42","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:43 UTC 2025","failed","Fri Dec 12 07:35:44 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","53","Главная страница содержит заголовок 2","","Fri Dec 12 07:38:30 UTC 2025","failed","Fri Dec 12 07:38:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","40","Главная страница содержит заголовок","","Fri Dec 12 07:35:20 UTC 2025","failed","Fri Dec 12 07:35:20 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","47","Главная страница содержит заголовок","","Fri Dec 12 07:36:19 UTC 2025","failed","Fri Dec 12 07:36:19 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","58","Главная страница содержит заголовок","","Fri Dec 12 07:36:06 UTC 2025","failed","Fri Dec 12 07:36:06 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","35","Главная страница содержит заголовок 2","","Fri Dec 12 07:37:50 UTC 2025","failed","Fri Dec 12 07:37:50 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","36","Главная страница содержит заголовок 2","","Fri Dec 12 07:35:24 UTC 2025","failed","Fri Dec 12 07:35:24 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","57","Главная страница содержит заголовок","","Fri Dec 12 07:35:09 UTC 2025","failed","Fri Dec 12 07:35:09 UTC 2025","Тест класс","example-diff.spec.ts","",""
