"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7348","Главная страница содержит заголовок","","Mon Jan 12 13:48:01 UTC 2026","failed","Mon Jan 12 13:48:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7176","Главная страница содержит заголовок 2","","Mon Jan 12 13:48:21 UTC 2026","failed","Mon Jan 12 13:48:28 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7448","Главная страница содержит заголовок","","Mon Jan 12 13:48:00 UTC 2026","failed","Mon Jan 12 13:48:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7101","Главная страница содержит заголовок 2","","Mon Jan 12 13:48:20 UTC 2026","failed","Mon Jan 12 13:48:27 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7566","Главная страница содержит заголовок 2","","Mon Jan 12 13:48:20 UTC 2026","failed","Mon Jan 12 13:48:28 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7120","Главная страница содержит заголовок 2","","Mon Jan 12 13:48:20 UTC 2026","failed","Mon Jan 12 13:48:27 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7022","Главная страница содержит заголовок","","Mon Jan 12 13:48:01 UTC 2026","failed","Mon Jan 12 13:48:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7725","Главная страница содержит заголовок","","Mon Jan 12 13:48:00 UTC 2026","failed","Mon Jan 12 13:48:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","7456","Главная страница содержит заголовок","","Mon Jan 12 13:48:00 UTC 2026","failed","Mon Jan 12 13:48:08 UTC 2026","Тест класс","example-diff.spec.ts","",""
"","6741","Главная страница содержит заголовок 2","","Mon Jan 12 13:48:21 UTC 2026","failed","Mon Jan 12 13:48:28 UTC 2026","Тест класс","example-diff.spec.ts","",""
